transaction_type,category,transaction_time,amount,account_name,ledger_name,tag,recorder,remark,original_refund_amount,transaction_id,transaction_date,transaction_month,transaction_week,weekday_name,amount_abs,refund_amount,net_amount,signed_amount,analysis_scope,scene_l1,scene_l2,necessity_type,budget_type,risk_tag,analysis_note,clean_status,is_small_high_freq_scene,rule_large_amount,rule_small_high_freq,rule_budget_out_risk,rule_renewal_management,rule_food_delivery,rule_hit_count,risk_level,hit_rule_names,risk_reason,action_suggestion
支出,数码,2026-5-9 21:53,1.82,平安银行,自用-2605,电子产品,月岛雯,耳机,,TX0049,2026-05-09,2026-05,19,六,1.82,0,1.82,-1.82,日常经营分析,数码软件,电子产品,弹性支出,预算外,续费管理,专项分析,已清洗,0.0,0,0,1,1,0,2,重点关注,预算外风险规则、续费管理规则,该交易属于预算外支出，且带有风险或优化标签；该交易属于软件/会员/订阅类支出，存在续费管理需求,建议建立订阅台账，记录续费周期、金额和实际使用频率；建议纳入月度预算复盘，判断是否可提前规划
支出,快递,2026-5-10 18:43,2.0,美团月付,自用-2605,打包,月岛雯,晚饭,,TX0055,2026-05-10,2026-05,20,日,2.0,0,2.0,-2.0,日常经营分析,餐饮消费,外卖打包,可控支出,预算外,积少成多,非必要支出,已清洗,1.0,0,1,1,0,0,2,重点关注,高频小额规则、预算外风险规则,该场景存在小额高频特征，可能形成隐性累计成本；该交易属于预算外支出，且带有风险或优化标签,建议设置月度频次提醒，避免小额支出积少成多；建议纳入月度预算复盘，判断是否可提前规划
支出,快递,2026-5-11 11:54,3.0,美团月付,自用-2605,打包,月岛雯,中饭,,TX0060,2026-05-11,2026-05,20,一,3.0,0,3.0,-3.0,日常经营分析,餐饮消费,外卖打包,可控支出,预算外,积少成多,非必要支出,已清洗,1.0,0,1,1,0,0,2,重点关注,高频小额规则、预算外风险规则,该场景存在小额高频特征，可能形成隐性累计成本；该交易属于预算外支出，且带有风险或优化标签,建议设置月度频次提醒，避免小额支出积少成多；建议纳入月度预算复盘，判断是否可提前规划
支出,快递,2026-5-11 19:46,4.0,美团月付,自用-2605,打包,月岛雯,晚饭,,TX0062,2026-05-11,2026-05,20,一,4.0,0,4.0,-4.0,日常经营分析,餐饮消费,外卖打包,可控支出,预算外,积少成多,非必要支出,已清洗,1.0,0,1,1,0,0,2,重点关注,高频小额规则、预算外风险规则,该场景存在小额高频特征，可能形成隐性累计成本；该交易属于预算外支出，且带有风险或优化标签,建议设置月度频次提醒，避免小额支出积少成多；建议纳入月度预算复盘，判断是否可提前规划
支出,服饰,2026-5-11 21:50,3.99,抖音月付,自用-2605,饰品,月岛雯,头绳,,TX0068,2026-05-11,2026-05,20,一,3.99,0,3.99,-3.99,日常经营分析,日常服饰,日常饰品,可控支出,预算外,非必要支出,可控支出,已清洗,1.0,0,1,1,0,0,2,重点关注,高频小额规则、预算外风险规则,该场景存在小额高频特征，可能形成隐性累计成本；该交易属于预算外支出，且带有风险或优化标签,建议设置月度频次提醒，避免小额支出积少成多；建议纳入月度预算复盘，判断是否可提前规划
支出,快递,2026-5-12 11:18,1.0,零钱通,自用-2605,打包,月岛雯,购物袋,,TX0083,2026-05-12,2026-05,20,二,1.0,0,1.0,-1.0,日常经营分析,超市购物,购物袋,可控支出,预算外,积少成多,非必要支出,已清洗,1.0,0,1,1,0,0,2,重点关注,高频小额规则、预算外风险规则,该场景存在小额高频特征，可能形成隐性累计成本；该交易属于预算外支出，且带有风险或优化标签,建议设置月度频次提醒，避免小额支出积少成多；建议纳入月度预算复盘，判断是否可提前规划
支出,快递,2026-5-13 11:38,2.0,美团月付,自用-2605,打包,月岛雯,中饭,,TX0089,2026-05-13,2026-05,20,三,2.0,0,2.0,-2.0,日常经营分析,餐饮消费,外卖打包,可控支出,预算外,积少成多,非必要支出,已清洗,1.0,0,1,1,0,0,2,重点关注,高频小额规则、预算外风险规则,该场景存在小额高频特征，可能形成隐性累计成本；该交易属于预算外支出，且带有风险或优化标签,建议设置月度频次提醒，避免小额支出积少成多；建议纳入月度预算复盘，判断是否可提前规划
支出,快递,2026-5-13 18:40,3.0,美团月付,自用-2605,打包,月岛雯,晚饭,,TX0093,2026-05-13,2026-05,20,三,3.0,0,3.0,-3.0,日常经营分析,餐饮消费,外卖打包,可控支出,预算外,积少成多,非必要支出,已清洗,1.0,0,1,1,0,0,2,重点关注,高频小额规则、预算外风险规则,该场景存在小额高频特征，可能形成隐性累计成本；该交易属于预算外支出，且带有风险或优化标签,建议设置月度频次提醒，避免小额支出积少成多；建议纳入月度预算复盘，判断是否可提前规划
支出,快递,2026-5-14 13:34,1.0,美团月付,自用-2605,打包,月岛雯,中饭,,TX0096,2026-05-14,2026-05,20,四,1.0,0,1.0,-1.0,日常经营分析,餐饮消费,外卖打包,可控支出,预算外,积少成多,非必要支出,已清洗,1.0,0,1,1,0,0,2,重点关注,高频小额规则、预算外风险规则,该场景存在小额高频特征，可能形成隐性累计成本；该交易属于预算外支出，且带有风险或优化标签,建议设置月度频次提醒，避免小额支出积少成多；建议纳入月度预算复盘，判断是否可提前规划
支出,快递,2026-5-15 11:50,2.0,平安银行,自用-2605,打包,月岛雯,中饭,,TX0104,2026-05-15,2026-05,20,五,2.0,0,2.0,-2.0,日常经营分析,餐饮消费,外卖打包,可控支出,预算外,积少成多,非必要支出,已清洗,1.0,0,1,1,0,0,2,重点关注,高频小额规则、预算外风险规则,该场景存在小额高频特征，可能形成隐性累计成本；该交易属于预算外支出，且带有风险或优化标签,建议设置月度频次提醒，避免小额支出积少成多；建议纳入月度预算复盘，判断是否可提前规划
支出,快递,2026-5-15 19:39,2.0,美团月付,自用-2605,打包,月岛雯,晚饭,,TX0106,2026-05-15,2026-05,20,五,2.0,0,2.0,-2.0,日常经营分析,餐饮消费,外卖打包,可控支出,预算外,积少成多,非必要支出,已清洗,1.0,0,1,1,0,0,2,重点关注,高频小额规则、预算外风险规则,该场景存在小额高频特征，可能形成隐性累计成本；该交易属于预算外支出，且带有风险或优化标签,建议设置月度频次提醒，避免小额支出积少成多；建议纳入月度预算复盘，判断是否可提前规划
支出,快递,2026-5-16 8:50,1.2,平安银行,自用-2605,打包,月岛雯,购物袋,,TX0118,2026-05-16,2026-05,20,六,1.2,0,1.2,-1.2,日常经营分析,超市购物,购物袋,可控支出,预算外,积少成多,非必要支出,已清洗,1.0,0,1,1,0,0,2,重点关注,高频小额规则、预算外风险规则,该场景存在小额高频特征，可能形成隐性累计成本；该交易属于预算外支出，且带有风险或优化标签,建议设置月度频次提醒，避免小额支出积少成多；建议纳入月度预算复盘，判断是否可提前规划
支出,快递,2026-5-16 13:44,1.0,美团月付,自用-2605,打包,月岛雯,中饭,,TX0120,2026-05-16,2026-05,20,六,1.0,0,1.0,-1.0,日常经营分析,餐饮消费,外卖打包,可控支出,预算外,积少成多,非必要支出,已清洗,1.0,0,1,1,0,0,2,重点关注,高频小额规则、预算外风险规则,该场景存在小额高频特征，可能形成隐性累计成本；该交易属于预算外支出，且带有风险或优化标签,建议设置月度频次提醒，避免小额支出积少成多；建议纳入月度预算复盘，判断是否可提前规划
支出,快递,2026-5-17 11:10,1.0,美团月付,自用-2605,打包,月岛雯,中饭,,TX0128,2026-05-17,2026-05,21,日,1.0,0,1.0,-1.0,日常经营分析,餐饮消费,外卖打包,可控支出,预算外,积少成多,非必要支出,已清洗,1.0,0,1,1,0,0,2,重点关注,高频小额规则、预算外风险规则,该场景存在小额高频特征，可能形成隐性累计成本；该交易属于预算外支出，且带有风险或优化标签,建议设置月度频次提醒，避免小额支出积少成多；建议纳入月度预算复盘，判断是否可提前规划
支出,快递,2026-5-18 12:04,2.0,平安银行,自用-2605,打包,月岛雯,中饭,,TX0133,2026-05-18,2026-05,21,一,2.0,0,2.0,-2.0,日常经营分析,餐饮消费,外卖打包,可控支出,预算外,积少成多,非必要支出,已清洗,1.0,0,1,1,0,0,2,重点关注,高频小额规则、预算外风险规则,该场景存在小额高频特征，可能形成隐性累计成本；该交易属于预算外支出，且带有风险或优化标签,建议设置月度频次提醒，避免小额支出积少成多；建议纳入月度预算复盘，判断是否可提前规划
支出,快递,2026-5-22 20:09,3.0,美团月付,自用-2605,打包,月岛雯,晚饭,,TX0167,2026-05-22,2026-05,21,五,3.0,0,3.0,-3.0,日常经营分析,餐饮消费,外卖打包,可控支出,预算外,积少成多,非必要支出,已清洗,1.0,0,1,1,0,0,2,重点关注,高频小额规则、预算外风险规则,该场景存在小额高频特征，可能形成隐性累计成本；该交易属于预算外支出，且带有风险或优化标签,建议设置月度频次提醒，避免小额支出积少成多；建议纳入月度预算复盘，判断是否可提前规划
支出,快递,2026-5-24 11:41,4.0,美团月付,自用-2605,打包,月岛雯,中饭,,TX0179,2026-05-24,2026-05,22,日,4.0,0,4.0,-4.0,日常经营分析,餐饮消费,外卖打包,可控支出,预算外,积少成多,非必要支出,已清洗,1.0,0,1,1,0,0,2,重点关注,高频小额规则、预算外风险规则,该场景存在小额高频特征，可能形成隐性累计成本；该交易属于预算外支出，且带有风险或优化标签,建议设置月度频次提醒，避免小额支出积少成多；建议纳入月度预算复盘，判断是否可提前规划
支出,快递,2026-5-25 11:28,2.0,美团月付,自用-2605,打包,月岛雯,中饭,,TX0190,2026-05-25,2026-05,22,一,2.0,0,2.0,-2.0,日常经营分析,餐饮消费,外卖打包,可控支出,预算外,积少成多,非必要支出,已清洗,1.0,0,1,1,0,0,2,重点关注,高频小额规则、预算外风险规则,该场景存在小额高频特征，可能形成隐性累计成本；该交易属于预算外支出，且带有风险或优化标签,建议设置月度频次提醒，避免小额支出积少成多；建议纳入月度预算复盘，判断是否可提前规划
支出,服饰,2026-5-26 17:36,4.51,花呗,自用-2605,饰品,月岛雯,耳挂,,TX0205,2026-05-26,2026-05,22,二,4.51,0,4.51,-4.51,日常经营分析,日常服饰,日常饰品,可控支出,预算外,非必要支出,可控支出,已清洗,1.0,0,1,1,0,0,2,重点关注,高频小额规则、预算外风险规则,该场景存在小额高频特征，可能形成隐性累计成本；该交易属于预算外支出，且带有风险或优化标签,建议设置月度频次提醒，避免小额支出积少成多；建议纳入月度预算复盘，判断是否可提前规划
支出,快递,2026-5-27 11:48,3.0,平安银行,自用-2605,打包,月岛雯,中饭,,TX0218,2026-05-27,2026-05,22,三,3.0,0,3.0,-3.0,日常经营分析,餐饮消费,外卖打包,可控支出,预算外,积少成多,非必要支出,已清洗,1.0,0,1,1,0,0,2,重点关注,高频小额规则、预算外风险规则,该场景存在小额高频特征，可能形成隐性累计成本；该交易属于预算外支出，且带有风险或优化标签,建议设置月度频次提醒，避免小额支出积少成多；建议纳入月度预算复盘，判断是否可提前规划
支出,快递,2026-5-28 18:10,2.0,平安银行,自用-2605,打包,月岛雯,中饭,,TX0224,2026-05-28,2026-05,22,四,2.0,0,2.0,-2.0,日常经营分析,餐饮消费,外卖打包,可控支出,预算外,积少成多,非必要支出,已清洗,1.0,0,1,1,0,0,2,重点关注,高频小额规则、预算外风险规则,该场景存在小额高频特征，可能形成隐性累计成本；该交易属于预算外支出，且带有风险或优化标签,建议设置月度频次提醒，避免小额支出积少成多；建议纳入月度预算复盘，判断是否可提前规划
支出,快递,2026-5-29 20:16,2.0,平安银行,自用-2605,打包,月岛雯,晚饭,,TX0229,2026-05-29,2026-05,22,五,2.0,0,2.0,-2.0,日常经营分析,餐饮消费,外卖打包,可控支出,预算外,积少成多,非必要支出,已清洗,1.0,0,1,1,0,0,2,重点关注,高频小额规则、预算外风险规则,该场景存在小额高频特征，可能形成隐性累计成本；该交易属于预算外支出，且带有风险或优化标签,建议设置月度频次提醒，避免小额支出积少成多；建议纳入月度预算复盘，判断是否可提前规划
支出,数码,2026-5-30 17:21,19.9,微信钱包,自用-2605,软件会员,月岛雯,腾讯会员,,TX0231,2026-05-30,2026-05,22,六,19.9,0,19.9,-19.9,日常经营分析,数码软件,月度会员,弹性支出,预算外,续费管理,专项分析,已清洗,0.0,0,0,1,1,0,2,重点关注,预算外风险规则、续费管理规则,该交易属于预算外支出，且带有风险或优化标签；该交易属于软件/会员/订阅类支出，存在续费管理需求,建议建立订阅台账，记录续费周期、金额和实际使用频率；建议纳入月度预算复盘，判断是否可提前规划
支出,快递,2026-5-30 17:37,1.0,好特卖,自用-2605,打包,月岛雯,购物袋,,TX0238,2026-05-30,2026-05,22,六,1.0,0,1.0,-1.0,日常经营分析,超市购物,购物袋,可控支出,预算外,积少成多,非必要支出,已清洗,1.0,0,1,1,0,0,2,重点关注,高频小额规则、预算外风险规则,该场景存在小额高频特征，可能形成隐性累计成本；该交易属于预算外支出，且带有风险或优化标签,建议设置月度频次提醒，避免小额支出积少成多；建议纳入月度预算复盘，判断是否可提前规划
支出,数码,2026-6-2 18:00,18.0,平安银行,自用-2605,软件会员,月岛雯,VPN,,TX0262,2026-06-02,2026-06,23,二,18.0,0,18.0,-18.0,日常经营分析,数码软件,月度会员,弹性支出,预算外,续费管理,专项分析,已清洗,0.0,0,0,1,1,0,2,重点关注,预算外风险规则、续费管理规则,该交易属于预算外支出，且带有风险或优化标签；该交易属于软件/会员/订阅类支出，存在续费管理需求,建议建立订阅台账，记录续费周期、金额和实际使用频率；建议纳入月度预算复盘，判断是否可提前规划
支出,数码,2026-6-6 17:08,19.0,余额宝,自用-2605,软件会员,月岛雯,百度网盘月度会员,,TX0270,2026-06-06,2026-06,23,六,19.0,0,19.0,-19.0,日常经营分析,数码软件,月度会员,弹性支出,预算外,续费管理,专项分析,已清洗,0.0,0,0,1,1,0,2,重点关注,预算外风险规则、续费管理规则,该交易属于预算外支出，且带有风险或优化标签；该交易属于软件/会员/订阅类支出，存在续费管理需求,建议建立订阅台账，记录续费周期、金额和实际使用频率；建议纳入月度预算复盘，判断是否可提前规划
支出,快递,2026-6-8 16:05,1.0,美团月付,自用-2605,打包,月岛雯,绝味鸭脖,,TX0288,2026-06-08,2026-06,24,一,1.0,0,1.0,-1.0,日常经营分析,餐饮消费,外卖打包,可控支出,预算外,积少成多,非必要支出,已清洗,1.0,0,1,1,0,0,2,重点关注,高频小额规则、预算外风险规则,该场景存在小额高频特征，可能形成隐性累计成本；该交易属于预算外支出，且带有风险或优化标签,建议设置月度频次提醒，避免小额支出积少成多；建议纳入月度预算复盘，判断是否可提前规划
支出,快递,2026-6-8 16:51,1.9,美团月付,自用-2605,打包,月岛雯,果切,,TX0290,2026-06-08,2026-06,24,一,1.9,0,1.9,-1.9,日常经营分析,餐饮消费,外卖打包,可控支出,预算外,积少成多,非必要支出,已清洗,1.0,0,1,1,0,0,2,重点关注,高频小额规则、预算外风险规则,该场景存在小额高频特征，可能形成隐性累计成本；该交易属于预算外支出，且带有风险或优化标签,建议设置月度频次提醒，避免小额支出积少成多；建议纳入月度预算复盘，判断是否可提前规划
支出,快递,2026-6-9 15:33,1.5,美团月付,自用-2605,打包,月岛雯,晚饭,,TX0294,2026-06-09,2026-06,24,二,1.5,0,1.5,-1.5,日常经营分析,餐饮消费,外卖打包,可控支出,预算外,积少成多,非必要支出,已清洗,1.0,0,1,1,0,0,2,重点关注,高频小额规则、预算外风险规则,该场景存在小额高频特征，可能形成隐性累计成本；该交易属于预算外支出，且带有风险或优化标签,建议设置月度频次提醒，避免小额支出积少成多；建议纳入月度预算复盘，判断是否可提前规划
支出,快递,2026-6-10 13:34,1.0,平安银行,自用-2605,打包,月岛雯,中饭,,TX0297,2026-06-10,2026-06,24,三,1.0,0,1.0,-1.0,日常经营分析,餐饮消费,外卖打包,可控支出,预算外,积少成多,非必要支出,已清洗,1.0,0,1,1,0,0,2,重点关注,高频小额规则、预算外风险规则,该场景存在小额高频特征，可能形成隐性累计成本；该交易属于预算外支出，且带有风险或优化标签,建议设置月度频次提醒，避免小额支出积少成多；建议纳入月度预算复盘，判断是否可提前规划
支出,快递,2026-6-10 19:58,1.9,南京银行-活期,自用-2605,打包,月岛雯,果切,,TX0300,2026-06-10,2026-06,24,三,1.9,0,1.9,-1.9,日常经营分析,餐饮消费,外卖打包,可控支出,预算外,积少成多,非必要支出,已清洗,1.0,0,1,1,0,0,2,重点关注,高频小额规则、预算外风险规则,该场景存在小额高频特征，可能形成隐性累计成本；该交易属于预算外支出，且带有风险或优化标签,建议设置月度频次提醒，避免小额支出积少成多；建议纳入月度预算复盘，判断是否可提前规划
支出,快递,2026-6-10 20:07,1.0,美团月付,自用-2605,打包,月岛雯,绝味鸭脖,,TX0302,2026-06-10,2026-06,24,三,1.0,0,1.0,-1.0,日常经营分析,餐饮消费,外卖打包,可控支出,预算外,积少成多,非必要支出,已清洗,1.0,0,1,1,0,0,2,重点关注,高频小额规则、预算外风险规则,该场景存在小额高频特征，可能形成隐性累计成本；该交易属于预算外支出，且带有风险或优化标签,建议设置月度频次提醒，避免小额支出积少成多；建议纳入月度预算复盘，判断是否可提前规划
支出,数码,2026-6-11 11:23,134.99,花呗,自用-2605,软件会员,月岛雯,chatgpt月度会员,,TX0310,2026-06-11,2026-06,24,四,134.99,0,134.99,-134.99,日常经营分析,数码软件,月度会员,弹性支出,预算外,续费管理,专项分析,已清洗,0.0,1,0,1,1,0,3,重点关注,单笔大额规则、预算外风险规则、续费管理规则,单笔金额较高，需要复核支出必要性；该交易属于预算外支出，且带有风险或优化标签；该交易属于软件/会员/订阅类支出，存在续费管理需求,建议建立订阅台账，记录续费周期、金额和实际使用频率；建议纳入月度预算复盘，判断是否可提前规划；建议核对该笔支出的必要性、预算类型和备注说明
支出,服饰,2026-6-11 11:44,0.01,中国银行,自用-2605,饰品,月岛雯,耳挂,,TX0311,2026-06-11,2026-06,24,四,0.01,0,0.01,-0.01,日常经营分析,日常服饰,日常饰品,可控支出,预算外,非必要支出,可控支出,已清洗,1.0,0,1,1,0,0,2,重点关注,高频小额规则、预算外风险规则,该场景存在小额高频特征，可能形成隐性累计成本；该交易属于预算外支出，且带有风险或优化标签,建议设置月度频次提醒，避免小额支出积少成多；建议纳入月度预算复盘，判断是否可提前规划
支出,数码,2026-6-11 16:26,108.0,平安银行,自用-2605,软件会员,月岛雯,木木记账永久会员,,TX0315,2026-06-11,2026-06,24,四,108.0,0,108.0,-108.0,日常经营分析,数码软件,永久会员,弹性支出,预算外,续费管理,专项分析,已清洗,0.0,1,0,1,1,0,3,重点关注,单笔大额规则、预算外风险规则、续费管理规则,单笔金额较高，需要复核支出必要性；该交易属于预算外支出，且带有风险或优化标签；该交易属于软件/会员/订阅类支出，存在续费管理需求,建议建立订阅台账，记录续费周期、金额和实际使用频率；建议纳入月度预算复盘，判断是否可提前规划；建议核对该笔支出的必要性、预算类型和备注说明
